4117.4358974359, 4111.28205128205, 4143.58974358974, 4306.15384615385, 4109.74358974359, 4108.20512820513, 4087.69230769231, 4062.5641025641, 4324.10256410256, 4094.8717948718, 4109.23076923077, 4312.82051282051, 4123.58974358974, 4125.12820512821
4130.25641025641, 4123.07692307692, 4151.28205128205, 4300.0, 4110.76923076923, 4105.12820512821, 4084.10256410256, 4052.82051282051, 4337.94871794872, 4095.38461538462, 4115.38461538462, 4305.64102564103, 4130.25641025641, 4134.35897435897
4131.79487179487, 4125.64102564103, 4153.33333333333, 4294.8717948718, 4108.71794871795, 4098.97435897436, 4083.07692307692, 4059.48717948718, 4335.38461538462, 4093.84615384615, 4121.53846153846, 4298.97435897436, 4127.69230769231, 4141.02564102564
4130.76923076923, 4124.10256410256, 4155.38461538462, 4294.8717948718, 4105.64102564103, 4089.74358974359, 4083.58974358974, 4071.28205128205, 4327.17948717949, 4093.33333333333, 4127.69230769231, 4292.30769230769, 4131.28205128205, 4143.07692307692
4129.23076923077, 4125.12820512821, 4152.30769230769, 4298.46153846154, 4098.97435897436, 4083.58974358974, 4087.17948717949, 4086.15384615385, 4326.66666666667, 4095.89743589744, 4126.15384615385, 4294.35897435897, 4136.92307692308, 4142.05128205128
4121.53846153846, 4116.92307692308, 4143.58974358974, 4301.02564102564, 4094.35897435898, 4083.07692307692, 4091.79487179487, 4105.64102564103, 4321.02564102564, 4099.48717948718, 4124.10256410256, 4299.48717948718, 4134.35897435897, 4138.46153846154
4104.10256410256, 4096.92307692308, 4135.89743589744, 4310.76923076923, 4093.33333333333, 4084.10256410256, 4091.79487179487, 4117.94871794872, 4309.74358974359, 4096.41025641026, 4114.8717948718, 4307.69230769231, 4116.92307692308, 4121.02564102564
4088.20512820513, 4087.69230769231, 4131.28205128205, 4320.0, 4090.76923076923, 4081.53846153846, 4091.28205128205, 4111.28205128205, 4311.28205128205, 4083.58974358974, 4093.84615384615, 4326.66666666667, 4091.79487179487, 4099.48717948718
4088.71794871795, 4092.30769230769, 4122.5641025641, 4320.0, 4089.74358974359, 4077.94871794872, 4089.23076923077, 4102.05128205128, 4319.48717948718, 4073.84615384615, 4085.12820512821, 4338.46153846154, 4087.17948717949, 4093.33333333333
4091.28205128205, 4092.30769230769, 4118.46153846154, 4319.48717948718, 4091.28205128205, 4084.10256410256, 4087.69230769231, 4106.15384615385, 4315.89743589744, 4075.38461538462, 4090.76923076923, 4337.4358974359, 4101.02564102564, 4096.92307692308
4088.71794871795, 4090.76923076923, 4121.53846153846, 4317.94871794872, 4090.76923076923, 4093.33333333333, 4087.69230769231, 4111.28205128205, 4308.71794871795, 4078.97435897436, 4091.79487179487, 4335.38461538462, 4100.51282051282, 4098.97435897436
4092.30769230769, 4097.4358974359, 4123.07692307692, 4313.33333333333, 4095.38461538462, 4094.35897435898, 4084.10256410256, 4105.12820512821, 4309.74358974359, 4078.46153846154, 4089.74358974359, 4334.8717948718, 4085.64102564103, 4098.97435897436
4104.10256410256, 4105.64102564103, 4129.23076923077, 4308.71794871795, 4106.15384615385, 4090.76923076923, 4075.89743589744, 4093.33333333333, 4312.30769230769, 4085.12820512821, 4098.46153846154, 4327.69230769231, 4095.38461538462, 4107.69230769231
4120.0, 4113.84615384615, 4137.4358974359, 4302.5641025641, 4109.74358974359, 4091.79487179487, 4079.48717948718, 4089.23076923077, 4306.66666666667, 4101.02564102564, 4114.8717948718, 4313.84615384615, 4121.02564102564, 4123.58974358974
4127.17948717949, 4114.8717948718, 4140.0, 4296.41025641026, 4105.64102564103, 4102.05128205128, 4090.76923076923, 4091.28205128205, 4298.97435897436, 4110.25641025641, 4123.58974358974, 4307.17948717949, 4128.71794871795, 4129.74358974359
4126.15384615385, 4113.33333333333, 4141.02564102564, 4293.84615384615, 4107.17948717949, 4108.20512820513, 4095.89743589744, 4093.33333333333, 4298.46153846154, 4112.30769230769, 4123.07692307692, 4307.69230769231, 4125.64102564103, 4126.66666666667
4124.61538461538, 4116.92307692308, 4142.5641025641, 4294.8717948718, 4110.25641025641, 4102.05128205128, 4096.92307692308, 4094.8717948718, 4303.07692307692, 4114.35897435897, 4121.53846153846, 4308.71794871795, 4127.69230769231, 4127.17948717949
4117.94871794872, 4115.38461538462, 4137.94871794872, 4301.53846153846, 4103.07692307692, 4091.79487179487, 4094.8717948718, 4093.33333333333, 4310.25641025641, 4106.66666666667, 4114.8717948718, 4315.38461538462, 4125.12820512821, 4125.64102564103
4107.17948717949, 4104.61538461538, 4129.74358974359, 4310.76923076923, 4092.82051282051, 4084.10256410256, 4091.79487179487, 4090.25641025641, 4320.0, 4090.76923076923, 4103.58974358974, 4323.07692307692, 4114.8717948718, 4113.84615384615
4100.51282051282, 4096.41025641026, 4123.58974358974, 4312.82051282051, 4089.74358974359, 4074.35897435898, 4090.76923076923, 4093.33333333333, 4327.69230769231, 4082.5641025641, 4093.84615384615, 4329.23076923077, 4104.10256410256, 4097.4358974359
4086.15384615385, 4089.23076923077, 4114.35897435897, 4321.53846153846, 4086.15384615385, 4068.71794871795, 4086.15384615385, 4091.79487179487, 4332.30769230769, 4070.76923076923, 4081.53846153846, 4341.53846153846, 4088.20512820513, 4081.02564102564
4064.10256410256, 4077.94871794872, 4104.61538461538, 4337.94871794872, 4078.46153846154, 4074.8717948718, 4077.94871794872, 4078.46153846154, 4341.02564102564, 4049.74358974359, 4064.61538461539, 4358.97435897436, 4070.25641025641, 4070.76923076923
